PLOSPaperID,round,decision_date,response_date,duration_days,stage_type
pone.0308061,1,2024-05-30,2024-07-12,43,author_revision
pone.0308063,0,2023-10-30,2023-11-30,31,author_revision
pone.0308063,1,2024-03-11,2024-04-22,42,author_revision
pone.0308063,2,2024-05-20,2024-07-01,42,author_revision
pone.0308069,0,2024-04-22,2024-05-29,37,author_revision
pone.0308069,1,2024-06-19,2024-07-11,22,author_revision
pone.0308070,0,2024-05-30,2024-07-02,33,author_revision
pone.0308070,1,2024-07-07,2024-07-14,7,author_revision
pone.0308072,0,2024-05-14,2024-07-04,51,author_revision
pone.0308074,0,2023-12-26,2024-01-11,16,author_revision
pone.0308079,0,2024-01-17,2024-05-01,105,author_revision
pone.0308080,0,2024-04-29,2024-05-31,32,author_revision
pone.0308080,1,2024-07-02,2024-07-07,5,author_revision
pone.0308081,0,2024-05-28,2024-06-25,28,author_revision
pone.0308084,0,2024-05-28,2024-07-11,44,author_revision
pone.0308089,0,2024-06-28,2024-07-01,3,author_revision
pone.0308089,1,2024-07-04,2024-07-09,5,author_revision
pone.0308091,0,2024-06-14,2024-06-26,12,author_revision
pone.0308092,0,2024-03-17,2024-05-23,67,author_revision
pone.0308095,0,2024-01-09,2024-03-19,70,author_revision
pone.0308095,1,2024-05-22,2024-07-15,54,author_revision
pone.0308096,0,2024-05-30,2024-07-04,35,author_revision
pone.0308102,0,2024-05-01,2024-06-20,50,author_revision
pone.0308103,0,2023-12-05,2024-05-09,156,author_revision
pone.0308103,1,2024-07-05,2024-07-09,4,author_revision
pone.0308104,0,2024-04-24,2024-05-03,9,author_revision
pone.0308104,1,2024-05-22,2024-05-23,1,author_revision
pone.0308104,2,2024-07-03,2024-07-04,1,author_revision
pone.0308105,0,2024-04-05,2024-06-07,63,author_revision
pone.0308106,0,2024-02-15,2024-05-02,77,author_revision
pone.0308109,0,2024-06-20,2024-07-02,12,author_revision
pone.0308117,0,2024-06-17,2024-07-06,19,author_revision
pone.0308118,0,2024-05-30,2024-05-31,1,author_revision
pone.0308118,1,2024-06-21,2024-06-22,1,author_revision
pone.0308125,0,2024-08-21,2024-10-09,49,author_revision
pone.0308127,0,2024-04-09,2024-05-25,46,author_revision
pone.0308129,0,2024-02-14,2024-05-09,85,author_revision
pone.0308129,1,2024-05-23,2024-06-04,12,author_revision
pone.0308132,0,2024-05-24,2024-07-12,49,author_revision
pone.0308135,0,2024-04-19,2024-05-05,16,author_revision
pone.0308135,1,2024-06-26,2024-07-01,5,author_revision
pone.0308135,2,2024-07-03,2024-07-15,12,author_revision
pone.0308136,0,2024-04-12,2024-05-20,38,author_revision
pone.0308136,1,2024-05-29,2024-07-05,37,author_revision
pone.0308137,0,2024-05-28,2024-07-07,40,author_revision
pone.0308139,0,2024-02-26,2024-04-23,57,author_revision
pone.0308139,1,2024-05-16,2024-07-02,47,author_revision
pone.0308141,0,2024-06-11,2024-06-11,0,author_revision
pone.0308141,1,2024-07-03,2024-07-04,1,author_revision
pone.0308141,2,2024-07-09,2024-07-09,0,author_revision
pone.0308142,0,2024-05-29,2024-07-04,36,author_revision
pone.0308144,0,2024-06-20,2024-06-24,4,author_revision
pone.0308148,0,2024-04-19,2024-06-18,60,author_revision
pone.0308158,0,2023-12-01,2024-01-30,60,author_revision
pone.0308158,1,2024-02-26,2024-03-26,29,author_revision
pone.0308158,2,2024-04-30,2024-06-14,45,author_revision
pone.0308160,0,2023-11-09,2023-12-28,49,author_revision
pone.0308160,1,2024-01-12,2024-01-30,18,author_revision
pone.0308160,2,2024-06-26,2024-07-08,12,author_revision
pone.0308162,0,2024-05-20,2024-06-24,35,author_revision
pone.0308163,0,2024-06-07,2024-06-27,20,author_revision
pone.0308163,1,2024-07-12,2024-07-16,4,author_revision
pone.0308168,0,2024-06-12,2024-06-26,14,author_revision
pone.0308170,0,2024-04-19,2024-06-09,51,author_revision
pone.0308174,0,2024-01-09,2024-03-24,75,author_revision
pone.0308174,1,2024-04-19,2024-07-16,88,author_revision
pone.0308175,0,2024-07-05,2024-07-17,12,author_revision
pone.0308179,0,2024-06-04,2024-06-20,16,author_revision
pone.0308181,0,2024-05-13,2024-06-07,25,author_revision
pone.0308183,0,2024-05-22,2024-06-26,35,author_revision
pone.0308184,0,2024-04-02,2024-05-17,45,author_revision
pone.0308200,0,2024-08-09,2024-08-20,11,author_revision
pone.0308200,1,2024-09-15,2024-10-21,36,author_revision
pone.0308202,0,2024-06-26,2024-06-27,1,author_revision
pone.0308202,1,2024-07-17,2024-07-18,1,author_revision
pone.0308204,0,2024-06-16,2024-07-01,15,author_revision
pone.0308206,0,2024-06-25,2024-07-02,7,author_revision
pone.0308208,0,2024-02-21,2024-04-26,65,author_revision
pone.0308212,0,2024-05-08,2024-06-28,51,author_revision
pone.0308213,0,2023-12-19,2024-03-29,101,author_revision
pone.0308213,1,2024-05-16,2024-06-26,41,author_revision
pone.0308215,0,2024-07-04,2024-07-16,12,author_revision
pone.0308221,0,2024-03-13,2024-06-12,91,author_revision
pone.0308223,0,2023-11-06,2023-12-08,32,author_revision
pone.0308223,1,2024-03-21,2024-05-22,62,author_revision
pone.0308223,2,2024-07-08,2024-07-15,7,author_revision
pone.0308224,0,2024-04-15,2024-06-06,52,author_revision
pone.0308226,0,2024-03-19,2024-06-11,84,author_revision
pone.0308226,1,2024-07-09,2024-07-17,8,author_revision
pone.0308228,0,2024-05-13,2024-05-21,8,author_revision
pone.0308228,1,2024-06-14,2024-06-20,6,author_revision
pone.0308228,2,2024-06-24,2024-06-27,3,author_revision
pone.0308230,0,2024-04-29,2024-07-15,77,author_revision
pone.0308233,0,2024-03-01,2024-06-13,104,author_revision
pone.0308235,0,2023-12-14,2024-01-30,47,author_revision
pone.0308235,1,2024-05-24,2024-07-08,45,author_revision
pone.0308238,0,2024-02-21,2024-05-10,79,author_revision
pone.0308238,1,2024-06-10,2024-07-17,37,author_revision
pone.0308239,0,2023-07-24,2024-02-19,210,author_revision
pone.0308239,1,2024-03-19,2024-03-25,6,author_revision
pone.0308239,2,2024-05-16,2024-06-30,45,author_revision
pone.0308244,0,2022-11-04,2022-11-25,21,author_revision
pone.0308244,1,2023-07-31,2024-01-15,168,author_revision
pone.0308244,2,2024-05-15,2024-07-03,49,author_revision
pone.0308246,0,2024-06-07,2024-07-02,25,author_revision
pone.0308247,0,2024-07-02,2024-07-04,2,author_revision
pone.0308252,0,2024-07-08,2024-07-17,9,author_revision
pone.0308253,0,2024-06-21,2024-06-30,9,author_revision
pone.0308255,0,2024-06-10,2024-06-29,19,author_revision
pone.0308256,0,2024-03-04,2024-05-01,58,author_revision
pone.0308256,1,2024-06-05,2024-07-17,42,author_revision
pone.0308258,0,2024-04-10,2024-05-30,50,author_revision
pone.0308258,1,2024-07-09,2024-07-18,9,author_revision
pone.0308260,0,2024-02-16,2024-04-16,60,author_revision
pone.0308265,0,2024-06-03,2024-06-18,15,author_revision
pone.0308266,0,2024-03-20,2024-04-06,17,author_revision
pone.0308266,1,2024-05-02,2024-05-09,7,author_revision
pone.0308266,2,2024-05-31,2024-06-12,12,author_revision
pone.0308267,0,2024-05-31,2024-07-13,43,author_revision
pone.0308268,0,2024-05-15,2024-07-02,48,author_revision
pone.0308269,0,2024-06-05,2024-06-23,18,author_revision
pone.0308273,0,2024-04-02,2024-06-07,66,author_revision
pone.0308274,0,2024-03-11,2024-06-26,107,author_revision
pone.0308277,0,2024-05-10,2024-05-30,20,author_revision
pone.0308281,0,2024-02-14,2024-03-15,30,author_revision
pone.0308282,0,2024-05-15,2024-07-14,60,author_revision
pone.0308284,0,2024-04-08,2024-04-30,22,author_revision
pone.0308284,1,2024-05-13,2024-06-01,19,author_revision
pone.0308284,2,2024-06-21,2024-07-15,24,author_revision
pone.0308287,0,2023-10-25,2024-03-08,135,author_revision
pone.0308287,1,2024-03-26,2024-05-10,45,author_revision
pone.0308287,2,2024-05-29,2024-06-06,8,author_revision
pone.0308287,3,2024-06-23,2024-07-05,12,author_revision
pone.0308293,0,2024-01-03,2024-07-01,180,author_revision
pone.0308295,0,2024-04-25,2024-05-13,18,author_revision
pone.0308295,1,2024-06-07,2024-06-19,12,author_revision
pone.0308295,2,2024-07-15,2024-07-18,3,author_revision
pone.0308298,0,2024-03-15,2024-06-22,99,author_revision
pone.0308303,0,2024-07-03,2024-07-18,15,author_revision
pone.0308306,0,2024-06-16,2024-07-17,31,author_revision
pone.0308308,0,2024-06-23,2024-07-06,13,author_revision
pone.0308320,0,2024-04-16,2024-05-21,35,author_revision
pone.0308321,0,2024-07-15,2024-07-17,2,author_revision
pone.0308322,0,2024-05-27,2024-07-19,53,author_revision
pone.0308323,0,2024-06-03,2024-06-11,8,author_revision
pone.0308326,0,2024-03-08,2024-06-21,105,author_revision
pone.0308328,0,2024-06-04,2024-07-07,33,author_revision
pone.0308334,0,2024-03-26,2024-05-10,45,author_revision
pone.0308334,1,2024-06-16,2024-06-19,3,author_revision
pone.0308336,0,2024-04-17,2024-06-12,56,author_revision
pone.0308336,1,2024-07-05,2024-07-17,12,author_revision
pone.0308340,0,2024-02-06,2024-02-20,14,author_revision
pone.0308340,1,2024-05-13,2024-06-21,39,author_revision
pone.0308344,0,2024-02-28,2024-04-21,53,author_revision
pone.0308346,0,2024-06-10,2024-06-26,16,author_revision
pone.0308347,0,2024-04-08,2024-06-27,80,author_revision
pone.0308349,0,2024-03-05,2024-03-13,8,author_revision
pone.0308349,1,2024-05-27,2024-06-14,18,author_revision
pone.0308355,0,2024-03-10,2024-07-08,120,author_revision
pone.0308360,0,2024-06-25,2024-07-10,15,author_revision
pone.0308367,0,2024-05-28,2024-07-10,43,author_revision
pone.0308371,0,2023-10-26,2024-02-06,103,author_revision
pone.0308371,1,2024-05-02,2024-06-05,34,author_revision
pone.0308375,0,2024-07-16,2024-07-19,3,author_revision
pone.0308376,0,2024-05-10,2024-07-06,57,author_revision
pone.0308378,0,2024-04-23,2024-07-09,77,author_revision
pone.0308379,0,2024-03-19,2024-04-16,28,author_revision
pone.0308382,0,2024-05-27,2024-07-11,45,author_revision
pone.0308387,0,2024-02-15,2024-07-18,154,author_revision
pone.0308389,0,2024-05-01,2024-06-12,42,author_revision
pone.0308390,0,2024-05-06,2024-06-19,44,author_revision
pone.0308396,0,2024-06-05,2024-07-03,28,author_revision
pone.0308397,0,2023-09-29,2024-01-08,101,author_revision
pone.0308397,1,2024-02-13,2024-04-07,54,author_revision
pone.0308399,0,2024-04-24,2024-06-02,39,author_revision
pone.0308399,1,2024-06-25,2024-07-01,6,author_revision
pone.0308404,0,2024-02-04,2024-05-16,102,author_revision
pone.0308404,1,2024-06-10,2024-07-20,40,author_revision
pone.0308406,0,2024-04-08,2024-04-30,22,author_revision
pone.0308406,1,2024-07-19,2024-07-20,1,author_revision
pone.0308411,0,2023-09-06,2023-11-08,63,author_revision
pone.0308411,1,2024-03-29,2024-07-07,100,author_revision
pone.0308414,0,2024-04-03,2024-07-10,98,author_revision
pone.0308419,0,2024-06-24,2024-07-23,29,author_revision
pone.0308421,0,2024-04-01,2024-05-13,42,author_revision
pone.0308421,1,2024-07-05,2024-07-16,11,author_revision
pone.0308423,0,2024-05-22,2024-07-05,44,author_revision
pone.0308424,0,2024-02-27,2024-04-11,44,author_revision
pone.0308424,1,2024-05-22,2024-07-06,45,author_revision
pone.0308427,0,2024-09-23,2024-10-16,23,author_revision
pone.0308428,0,2024-11-11,2024-11-27,16,author_revision
pone.0308445,0,2024-06-17,2024-07-08,21,author_revision
pone.0308445,1,2024-07-16,2024-07-18,2,author_revision
pone.0308448,0,2024-06-07,2024-07-08,31,author_revision
pone.0308450,0,2024-05-23,2024-07-10,48,author_revision
pone.0308451,0,2024-05-06,2024-06-14,39,author_revision
pone.0308453,0,2024-06-11,2024-07-22,41,author_revision
pone.0308454,0,2024-06-17,2024-06-21,4,author_revision
pone.0308454,1,2024-07-09,2024-07-10,1,author_revision
pone.0308463,0,2024-06-07,2024-06-24,17,author_revision
pone.0308465,0,2024-05-28,2024-07-01,34,author_revision
pone.0308471,0,2024-06-12,2024-07-08,26,author_revision
pone.0308473,0,2024-06-05,2024-06-24,19,author_revision
pone.0308474,0,2024-06-16,2024-06-25,9,author_revision
pone.0308478,0,2024-06-14,2024-07-04,20,author_revision
pone.0308479,0,2024-07-11,2024-07-24,13,author_revision
pone.0308480,0,2024-06-05,2024-07-05,30,author_revision
pone.0308483,0,2024-04-24,2024-04-26,2,author_revision
pone.0308483,1,2024-07-09,2024-07-10,1,author_revision
pone.0308491,0,2024-03-05,2024-04-29,55,author_revision
pone.0308491,1,2024-06-09,2024-07-23,44,author_revision
pone.0308495,0,2024-06-07,2024-07-20,43,author_revision
pone.0308498,0,2023-02-02,2023-03-24,50,author_revision
pone.0308498,1,2023-11-13,2024-01-08,56,author_revision
pone.0308498,2,2024-05-14,2024-06-29,46,author_revision
pone.0308499,0,2024-06-14,2024-07-11,27,author_revision
pone.0308500,0,2024-07-10,2024-07-22,12,author_revision
pone.0308503,0,2024-04-09,2024-06-12,64,author_revision
pone.0308505,0,2024-05-15,2024-07-02,48,author_revision
pone.0308505,1,2024-07-23,2024-07-24,1,author_revision
pone.0308507,0,2024-04-10,2024-05-27,47,author_revision
pone.0308508,0,2023-09-12,2023-10-26,44,author_revision
pone.0308508,1,2024-02-05,2024-03-25,49,author_revision
pone.0308508,2,2024-04-18,2024-07-14,87,author_revision
pone.0308513,0,2024-06-25,2024-07-01,6,author_revision
pone.0308515,0,2024-01-09,2024-03-04,55,author_revision
pone.0308515,1,2024-06-07,2024-07-22,45,author_revision
pone.0308519,0,2024-07-12,2024-07-19,7,author_revision
pone.0308522,0,2024-03-18,2024-05-09,52,author_revision
pone.0308522,1,2024-06-10,2024-07-23,43,author_revision
pone.0308523,0,2024-06-05,2024-06-25,20,author_revision
pone.0308523,1,2024-07-16,2024-07-19,3,author_revision
pone.0308525,0,2024-03-13,2024-04-30,48,author_revision
pone.0308525,1,2024-07-15,2024-07-23,8,author_revision
pone.0308534,0,2023-11-09,2023-12-20,41,author_revision
pone.0308534,1,2024-04-12,2024-05-29,47,author_revision
pone.0308543,0,2024-04-16,2024-05-29,43,author_revision
pone.0308548,0,2024-05-17,2024-05-30,13,author_revision
pone.0308552,0,2024-03-10,2024-04-22,43,author_revision
pone.0308552,1,2024-05-30,2024-07-15,46,author_revision
pone.0308553,0,2024-02-21,2024-03-26,34,author_revision
pone.0308554,0,2024-01-08,2024-02-27,50,author_revision
pone.0308554,1,2024-04-08,2024-05-15,37,author_revision
pone.0308554,2,2024-05-31,2024-06-20,20,author_revision
pone.0308560,0,2024-06-05,2024-07-25,50,author_revision
pone.0308561,0,2024-07-09,2024-07-24,15,author_revision
pone.0308568,0,2024-04-29,2024-06-12,44,author_revision
pone.0308571,0,2024-05-21,2024-06-06,16,author_revision
pone.0308571,1,2024-06-26,2024-07-24,28,author_revision
pone.0308575,0,2024-02-14,2024-03-29,44,author_revision
pone.0308575,1,2024-06-03,2024-06-12,9,author_revision
pone.0308575,2,2024-06-25,2024-07-02,7,author_revision
pone.0308577,0,2023-11-02,2024-01-30,89,author_revision
pone.0308577,1,2024-04-19,2024-06-03,45,author_revision
pone.0308580,0,2024-04-12,2024-06-23,72,author_revision
pone.0308586,0,2024-10-04,2024-11-25,52,author_revision
pone.0308586,1,2024-12-18,2025-01-17,30,author_revision
pone.0308590,0,2024-11-20,2024-11-26,6,author_revision
pone.0308597,0,2024-09-15,2024-09-17,2,author_revision
pone.0308602,0,2024-07-04,2024-07-18,14,author_revision
pone.0308603,0,2024-05-17,2024-06-19,33,author_revision
pone.0308605,0,2024-05-02,2024-06-20,49,author_revision
pone.0308609,0,2024-02-04,2024-04-30,86,author_revision
pone.0308612,0,2024-07-02,2024-07-18,16,author_revision
pone.0308613,0,2024-04-08,2024-07-19,102,author_revision
pone.0308614,0,2024-06-09,2024-07-07,28,author_revision
pone.0308616,0,2024-04-03,2024-04-30,27,author_revision
pone.0308616,1,2024-06-03,2024-06-05,2,author_revision
pone.0308618,0,2024-05-09,2024-07-05,57,author_revision
pone.0308625,0,2024-06-02,2024-06-13,11,author_revision
pone.0308626,0,2024-06-04,2024-06-07,3,author_revision
pone.0308632,0,2023-11-10,2024-04-20,162,author_revision
pone.0308633,0,2024-07-10,2024-07-25,15,author_revision
pone.0308634,0,2024-07-11,2024-07-16,5,author_revision
pone.0308634,1,2024-07-22,2024-07-24,2,author_revision
pone.0308638,0,2024-06-13,2024-07-15,32,author_revision
pone.0308641,0,2024-06-25,2024-07-08,13,author_revision
pone.0308645,0,2024-01-03,2024-02-16,44,author_revision
pone.0308645,1,2024-06-03,2024-07-17,44,author_revision
pone.0308650,0,2024-05-31,2024-07-19,49,author_revision
pone.0308652,0,2024-03-19,2024-07-03,106,author_revision
pone.0308653,0,2024-01-16,2024-06-10,146,author_revision
pone.0308654,0,2024-02-02,2024-02-27,25,author_revision
pone.0308654,1,2024-04-05,2024-05-30,55,author_revision
pone.0308654,2,2024-06-18,2024-06-25,7,author_revision
pone.0308654,3,2024-07-10,2024-07-18,8,author_revision
pone.0308663,0,2024-06-16,2024-07-14,28,author_revision
pone.0308664,0,2024-06-11,2024-07-15,34,author_revision
pone.0308665,0,2024-07-23,2024-07-26,3,author_revision
pone.0308667,0,2023-12-12,2024-01-20,39,author_revision
pone.0308669,0,2024-06-14,2024-06-21,7,author_revision
pone.0308674,0,2024-07-11,2024-07-14,3,author_revision
pone.0308676,0,2024-06-24,2024-07-05,11,author_revision
pone.0308679,0,2024-06-07,2024-07-17,40,author_revision
pone.0308680,0,2024-09-13,2024-09-23,10,author_revision
pone.0308681,0,2024-06-12,2024-07-12,30,author_revision
pone.0308683,0,2024-06-18,2024-07-01,13,author_revision
pone.0308694,0,2024-08-29,2024-09-06,8,author_revision
pone.0308698,0,2024-07-03,2024-07-24,21,author_revision
pone.0308699,0,2024-07-02,2024-07-27,25,author_revision
pone.0308706,0,2024-05-08,2024-06-24,47,author_revision
pone.0308706,1,2024-07-16,2024-07-23,7,author_revision
pone.0308707,0,2024-06-28,2024-07-22,24,author_revision
pone.0308708,0,2024-04-30,2024-05-28,28,author_revision
pone.0308708,1,2024-06-25,2024-07-26,31,author_revision
pone.0308714,0,2024-01-16,2024-05-02,107,author_revision
pone.0308714,1,2024-06-11,2024-07-15,34,author_revision
pone.0308722,0,2024-02-21,2024-03-26,34,author_revision
pone.0308722,1,2024-07-22,2024-07-22,0,author_revision
pone.0308724,0,2024-05-16,2024-06-25,40,author_revision
pone.0308724,1,2024-07-18,2024-07-25,7,author_revision
pone.0308727,0,2024-05-06,2024-07-17,72,author_revision
pone.0308728,0,2024-04-01,2024-06-25,85,author_revision
pone.0308729,0,2024-09-03,2024-10-09,36,author_revision
pone.0308736,0,2024-03-22,2024-04-22,31,author_revision
pone.0308736,1,2024-05-29,2024-07-15,47,author_revision
pone.0308737,0,2024-04-16,2024-06-26,71,author_revision
pone.0308739,0,2024-05-06,2024-07-19,74,author_revision
pone.0308740,0,2024-07-02,2024-07-25,23,author_revision
pone.0308741,0,2024-03-27,2024-05-11,45,author_revision
pone.0308741,1,2024-06-07,2024-06-21,14,author_revision
pone.0308742,0,2024-05-23,2024-07-05,43,author_revision
pone.0308744,0,2024-05-27,2024-07-09,43,author_revision
pone.0308746,0,2024-07-04,2024-07-28,24,author_revision
pone.0308751,0,2023-11-23,2024-05-15,174,author_revision
pone.0308751,1,2024-06-16,2024-07-22,36,author_revision
pone.0308753,0,2024-04-19,2024-05-14,25,author_revision
pone.0308753,1,2024-06-14,2024-07-03,19,author_revision
pone.0308754,0,2024-06-21,2024-07-12,21,author_revision
pone.0308756,0,2024-02-20,2024-04-05,45,author_revision
pone.0308756,1,2024-05-13,2024-07-07,55,author_revision
pone.0308758,0,2024-06-04,2024-07-08,34,author_revision
pone.0308759,0,2024-05-31,2024-07-12,42,author_revision
pone.0308760,0,2023-10-17,2024-02-18,124,author_revision
pone.0308760,1,2024-05-28,2024-06-24,27,author_revision
pone.0308762,0,2024-05-10,2024-07-08,59,author_revision
pone.0308767,0,2024-10-22,2024-12-16,55,author_revision
pone.0308768,0,2024-09-15,2024-10-28,43,author_revision
pone.0308771,0,2024-09-09,2025-02-14,158,author_revision
pone.0308774,0,2024-12-22,2025-01-14,23,author_revision
pone.0308778,0,2024-09-09,2024-10-21,42,author_revision
pone.0308780,0,2024-04-11,2024-05-04,23,author_revision
pone.0308780,1,2024-06-12,2024-06-22,10,author_revision
pone.0308782,0,2024-07-02,2024-07-12,10,author_revision
pone.0308783,0,2024-07-01,2024-07-28,27,author_revision
pone.0308784,0,2022-12-12,2023-11-03,326,author_revision
pone.0308784,1,2024-01-17,2024-02-27,41,author_revision
pone.0308784,2,2024-05-17,2024-07-01,45,author_revision
pone.0308789,0,2024-06-07,2024-07-16,39,author_revision
pone.0308805,0,2024-05-17,2024-05-27,10,author_revision
pone.0308807,0,2024-05-17,2024-07-02,46,author_revision
pone.0308807,1,2024-07-16,2024-07-24,8,author_revision
pone.0308808,0,2024-07-02,2024-07-17,15,author_revision
pone.0308809,0,2024-06-09,2024-07-23,44,author_revision
pone.0308813,0,2024-04-08,2024-06-27,80,author_revision
pone.0308814,0,2024-05-28,2024-06-20,23,author_revision
pone.0308814,1,2024-07-22,2024-07-27,5,author_revision
pone.0308815,0,2024-04-23,2024-06-06,44,author_revision
pone.0308815,1,2024-06-19,2024-07-18,29,author_revision
pone.0308823,0,2024-06-02,2024-06-30,28,author_revision
pone.0308827,0,2024-06-02,2024-06-24,22,author_revision
pone.0308833,0,2024-05-14,2024-07-12,59,author_revision
pone.0308833,1,2024-07-18,2024-07-24,6,author_revision
pone.0308841,0,2024-07-02,2024-07-19,17,author_revision
pone.0308841,1,2024-07-23,2024-07-29,6,author_revision
pone.0308842,0,2024-04-26,2024-05-28,32,author_revision
pone.0308846,0,2024-05-14,2024-07-26,73,author_revision
pone.0308850,0,2023-11-21,2023-11-29,8,author_revision
pone.0308850,1,2024-01-16,2024-02-06,21,author_revision
pone.0308850,2,2024-04-23,2024-05-08,15,author_revision
pone.0308851,0,2024-01-25,2024-03-28,63,author_revision
pone.0308853,0,2024-01-08,2024-02-21,44,author_revision
pone.0308853,1,2024-04-01,2024-05-09,38,author_revision
pone.0308853,2,2024-06-24,2024-07-26,32,author_revision
pone.0308855,0,2024-02-28,2024-07-29,152,author_revision
pone.0308860,0,2024-06-03,2024-06-12,9,author_revision
pone.0308860,1,2024-07-11,2024-07-22,11,author_revision
pone.0308862,0,2024-03-11,2024-05-22,72,author_revision
pone.0308862,1,2024-07-12,2024-07-28,16,author_revision
pone.0308863,0,2024-04-08,2024-05-19,41,author_revision
pone.0308863,1,2024-06-02,2024-07-02,30,author_revision
pone.0308863,2,2024-07-15,2024-07-30,15,author_revision
pone.0308865,0,2024-04-01,2024-05-05,34,author_revision
pone.0308869,0,2024-06-07,2024-07-22,45,author_revision
pone.0308875,0,2024-03-18,2024-05-17,60,author_revision
pone.0308875,1,2024-05-30,2024-06-30,31,author_revision
pone.0308875,2,2024-07-12,2024-07-28,16,author_revision
pone.0308880,0,2023-12-05,2024-02-05,62,author_revision
pone.0308880,1,2024-03-22,2024-05-04,43,author_revision
pone.0308882,0,2024-07-11,2024-07-16,5,author_revision
pone.0308883,0,2024-01-17,2024-03-17,60,author_revision
pone.0308883,1,2024-07-10,2024-07-27,17,author_revision
pone.0308886,0,2024-07-23,2024-07-30,7,author_revision
pone.0308889,0,2024-04-25,2024-06-06,42,author_revision
pone.0308889,1,2024-07-01,2024-07-08,7,author_revision
pone.0308890,0,2024-06-25,2024-07-29,34,author_revision
pone.0308891,0,2024-05-17,2024-07-22,66,author_revision
pone.0308892,0,2024-06-11,2024-06-17,6,author_revision
pone.0308892,1,2024-07-12,2024-07-15,3,author_revision
pone.0308894,0,2024-09-26,2024-11-11,46,author_revision
pone.0308894,1,2024-12-17,2025-01-27,41,author_revision
pone.0308896,0,2024-09-27,2024-11-12,46,author_revision
pone.0308896,1,2024-11-22,2024-11-24,2,author_revision
pone.0308901,0,2024-09-27,2024-11-11,45,author_revision
pone.0308910,0,2024-07-02,2024-07-28,26,author_revision
pone.0308912,0,2024-04-09,2024-07-24,106,author_revision
pone.0308918,0,2024-02-23,2024-07-02,130,author_revision
pone.0308923,0,2024-01-23,2024-04-02,70,author_revision
pone.0308923,1,2024-04-23,2024-06-20,58,author_revision
pone.0308924,0,2023-04-26,2023-07-21,86,author_revision
pone.0308924,1,2023-10-24,2024-01-30,98,author_revision
pone.0308924,2,2024-05-23,2024-07-28,66,author_revision
pone.0308925,0,2024-07-01,2024-07-19,18,author_revision
pone.0308925,1,2024-07-29,2024-07-31,2,author_revision
pone.0308927,0,2023-08-18,2023-09-06,19,author_revision
pone.0308927,1,2024-01-08,2024-02-14,37,author_revision
pone.0308927,2,2024-07-17,2024-07-26,9,author_revision
pone.0308931,0,2024-05-01,2024-06-25,55,author_revision
pone.0308932,0,2024-04-08,2024-06-11,64,author_revision
pone.0308941,0,2024-05-03,2024-07-31,89,author_revision
pone.0308942,0,2024-02-22,2024-06-04,103,author_revision
pone.0308942,1,2024-06-21,2024-07-17,26,author_revision
pone.0308945,0,2024-05-31,2024-06-14,14,author_revision
pone.0308947,0,2024-07-24,2024-07-30,6,author_revision
pone.0308953,0,2024-07-05,2024-07-24,19,author_revision
pone.0308956,0,2024-03-24,2024-06-05,73,author_revision
pone.0308956,1,2024-07-04,2024-07-19,15,author_revision
pone.0308961,0,2024-04-17,2024-05-26,39,author_revision
pone.0308961,1,2024-06-14,2024-07-19,35,author_revision
pone.0308962,0,2024-02-12,2024-04-05,53,author_revision
pone.0308962,1,2024-06-05,2024-07-19,44,author_revision
pone.0308965,0,2024-05-22,2024-07-29,68,author_revision
pone.0308966,0,2024-06-11,2024-07-29,48,author_revision
pone.0308968,0,2024-06-07,2024-07-21,44,author_revision
pone.0308969,0,2024-03-24,2024-05-17,54,author_revision
pone.0308970,0,2024-06-14,2024-07-27,43,author_revision
pone.0308971,0,2024-05-22,2024-06-13,22,author_revision
pone.0308971,1,2024-06-26,2024-07-28,32,author_revision
pone.0308974,0,2024-05-21,2024-07-07,47,author_revision
pone.0308978,0,2024-04-29,2024-06-12,44,author_revision
pone.0308980,0,2024-07-26,2024-08-01,6,author_revision
pone.0308992,0,2024-06-26,2024-07-24,28,author_revision
pone.0308994,0,2024-05-20,2024-05-22,2,author_revision
pone.0308995,0,2024-04-16,2024-06-11,56,author_revision
pone.0308996,0,2023-11-23,2024-03-15,113,author_revision
pone.0308996,1,2024-04-22,2024-07-30,99,author_revision
pone.0308998,0,2024-05-09,2024-05-20,11,author_revision
pone.0308998,1,2024-06-25,2024-07-02,7,author_revision
pone.0309000,0,2024-05-09,2024-06-20,42,author_revision
pone.0309000,1,2024-07-11,2024-07-25,14,author_revision
pone.0309002,0,2024-06-05,2024-07-17,42,author_revision
pone.0309009,0,2024-04-22,2024-05-08,16,author_revision
pone.0309009,1,2024-06-21,2024-06-22,1,author_revision
pone.0309017,0,2024-06-28,2024-07-24,26,author_revision
pone.0309018,0,2024-04-08,2024-07-28,111,author_revision
pone.0309022,0,2024-04-08,2024-06-04,57,author_revision
pone.0309022,1,2024-07-16,2024-07-25,9,author_revision
pone.0309026,0,2024-05-21,2024-06-14,24,author_revision
pone.0309031,0,2024-04-25,2024-06-19,55,author_revision
pone.0309035,0,2024-07-10,2024-07-19,9,author_revision
pone.0309037,0,2024-10-20,2024-11-22,33,author_revision
pone.0309037,1,2024-12-27,2024-12-30,3,author_revision
pone.0309041,0,2024-08-26,2024-09-20,25,author_revision
pone.0309044,0,2024-07-03,2024-07-30,27,author_revision
pone.0309045,0,2024-05-01,2024-06-05,35,author_revision
